slot_index,a_km,e,i_deg,raan_deg,argp_deg,arg_lat_deg
11,6932.386159,0.000000,43.000000,15.115320,0.000000,277.270195
15,6932.386159,0.000000,43.000000,17.120891,0.000000,247.186630
32,6932.386159,0.000000,43.000000,25.644568,0.000000,119.331476
35,6932.386159,0.000000,43.000000,27.148747,0.000000,96.768802
43,6932.386159,0.000000,43.000000,31.159889,0.000000,36.601671
48,6932.386159,0.000000,43.000000,33.666852,0.000000,358.997214
59,6932.386159,0.000000,43.000000,39.182173,0.000000,276.267409
63,6932.386159,0.000000,43.000000,41.187744,0.000000,246.183844
65,6932.386159,0.000000,43.000000,42.190529,0.000000,231.142061
71,6932.386159,0.000000,43.000000,45.198886,0.000000,186.016713
82,6932.386159,0.000000,43.000000,50.714206,0.000000,103.286908
95,6932.386159,0.000000,43.000000,57.232312,0.000000,5.515320
96,6932.386159,0.000000,43.000000,57.733705,0.000000,357.994429
102,6932.386159,0.000000,43.000000,60.742061,0.000000,312.869081
117,6932.386159,0.000000,43.000000,68.262953,0.000000,200.055710
119,6932.386159,0.000000,43.000000,69.265738,0.000000,185.013928
127,6932.386159,0.000000,43.000000,73.276880,0.000000,124.846797
151,6932.386159,0.000000,43.000000,85.310306,0.000000,304.345404
152,6932.386159,0.000000,43.000000,85.811699,0.000000,296.824513
153,6932.386159,0.000000,43.000000,86.313092,0.000000,289.303621
154,6932.386159,0.000000,43.000000,86.814485,0.000000,281.782730
156,6932.386159,0.000000,43.000000,87.817270,0.000000,266.740947
157,6932.386159,0.000000,43.000000,88.318663,0.000000,259.220056
158,6932.386159,0.000000,43.000000,88.820056,0.000000,251.699164
159,6932.386159,0.000000,43.000000,89.321448,0.000000,244.178273
160,6932.386159,0.000000,43.000000,89.822841,0.000000,236.657382
161,6932.386159,0.000000,43.000000,90.324234,0.000000,229.136490
162,6932.386159,0.000000,43.000000,90.825627,0.000000,221.615599
163,6932.386159,0.000000,43.000000,91.327019,0.000000,214.094708
165,6932.386159,0.000000,43.000000,92.329805,0.000000,199.052925
167,6932.386159,0.000000,43.000000,93.332591,0.000000,184.011142
168,6932.386159,0.000000,43.000000,93.833983,0.000000,176.490251
169,6932.386159,0.000000,43.000000,94.335376,0.000000,168.969359
170,6932.386159,0.000000,43.000000,94.836769,0.000000,161.448468
171,6932.386159,0.000000,43.000000,95.338162,0.000000,153.927577
172,6932.386159,0.000000,43.000000,95.839554,0.000000,146.406685
173,6932.386159,0.000000,43.000000,96.340947,0.000000,138.885794
174,6932.386159,0.000000,43.000000,96.842340,0.000000,131.364903
175,6932.386159,0.000000,43.000000,97.343733,0.000000,123.844011
176,6932.386159,0.000000,43.000000,97.845125,0.000000,116.323120
